id,tone_label,intent_label
368,negative_rude,
369,positive_friendly,
370,negative_rude,
371,positive_friendly,
372,negative_rude,
373,negative_rude,
374,positive_friendly,
375,positive_friendly,
376,positive_friendly,
377,negative_rude,
378,positive_friendly,
379,positive_friendly,
380,negative_rude,
381,negative_rude,
382,positive_friendly,
383,positive_friendly,
384,negative_rude,
385,positive_friendly,
386,negative_rude,
387,positive_friendly,
388,negative_rude,
389,positive_friendly,
390,negative_rude,
391,positive_friendly,
392,positive_friendly,
393,negative_rude,
394,negative_rude,
395,positive_friendly,
396,positive_friendly,
397,negative_rude,
398,negative_rude,
399,negative_rude,
400,negative_rude,
401,positive_friendly,
402,negative_rude,
403,negative_rude,
404,negative_rude,
405,positive_friendly,
406,positive_friendly,
407,positive_friendly,
408,positive_friendly,
409,negative_rude,
410,positive_friendly,
411,negative_rude,
412,positive_friendly,
413,positive_friendly,
414,negative_rude,
415,negative_rude,
416,positive_friendly,
417,negative_rude,
418,negative_rude,
419,positive_friendly,
420,negative_rude,
421,negative_rude,
422,negative_rude,
423,positive_friendly,
424,positive_friendly,
425,positive_friendly,
426,positive_friendly,
427,negative_rude,
428,positive_friendly,
429,negative_rude,
430,positive_friendly,
431,positive_friendly,
432,negative_rude,
433,positive_friendly,
434,negative_rude,
435,negative_rude,
436,positive_friendly,
437,positive_friendly,
438,negative_rude,
439,positive_friendly,
440,negative_rude,
441,positive_friendly,
442,negative_rude,
443,positive_friendly,
444,negative_rude,
445,negative_rude,
446,positive_friendly,
447,positive_friendly,
448,negative_rude,
449,negative_rude,
450,negative_rude,
451,negative_rude,
452,negative_rude,
453,negative_rude,
454,positive_friendly,
455,negative_rude,
456,positive_friendly,
457,negative_rude,
458,negative_rude,
459,negative_rude,
460,positive_friendly,
461,negative_rude,
462,negative_rude,
463,positive_friendly,
464,negative_rude,
465,negative_rude,
466,positive_friendly,
467,negative_rude,
468,negative_rude,
469,negative_rude,
470,negative_rude,
471,positive_friendly,
472,positive_friendly,
473,positive_friendly,
474,negative_rude,
475,positive_friendly,
476,positive_friendly,
477,negative_rude,
478,positive_friendly,
479,positive_friendly,
480,negative_rude,
481,negative_rude,
482,negative_rude,
483,positive_friendly,
484,positive_friendly,
485,negative_rude,
486,negative_rude,
487,negative_rude,
488,negative_rude,
489,positive_friendly,
490,negative_rude,
491,negative_rude,
492,negative_rude,
493,positive_friendly,
494,negative_rude,
495,negative_rude,
496,positive_friendly,
497,negative_rude,
498,positive_friendly,
499,negative_rude,
500,negative_rude,
501,negative_rude,
502,negative_rude,
503,negative_rude,
504,positive_friendly,
505,negative_rude,
506,positive_friendly,
507,negative_rude,
508,negative_rude,
509,negative_rude,
510,negative_rude,
511,negative_rude,
512,negative_rude,
513,positive_friendly,
514,positive_friendly,
515,negative_rude,
516,negative_rude,
517,positive_friendly,
518,positive_friendly,
519,positive_friendly,
520,positive_friendly,
521,negative_rude,
522,negative_rude,
523,negative_rude,
524,positive_friendly,
525,positive_friendly,
526,negative_rude,
527,negative_rude,
528,negative_rude,
529,positive_friendly,
530,positive_friendly,
531,positive_friendly,
532,negative_rude,
533,positive_friendly,
534,positive_friendly,
535,negative_rude,
536,positive_friendly,
537,positive_friendly,
538,negative_rude,
539,negative_rude,
540,positive_friendly,
541,negative_rude,
542,positive_friendly,
543,positive_friendly,
544,positive_friendly,
545,positive_friendly,
546,negative_rude,
547,positive_friendly,
548,negative_rude,
549,positive_friendly,
550,positive_friendly,
551,negative_rude,
552,positive_friendly,
553,positive_friendly,
554,negative_rude,
555,negative_rude,
556,positive_friendly,
557,positive_friendly,
558,positive_friendly,
559,positive_friendly,
560,positive_friendly,
561,negative_rude,
562,negative_rude,
563,positive_friendly,
564,positive_friendly,
565,negative_rude,
566,negative_rude,
567,positive_friendly,
568,positive_friendly,
569,negative_rude,
570,positive_friendly,
571,negative_rude,
572,positive_friendly,
573,negative_rude,
574,negative_rude,
575,positive_friendly,
576,positive_friendly,
577,positive_friendly,
578,negative_rude,
579,negative_rude,
580,negative_rude,
581,negative_rude,
582,positive_friendly,
583,negative_rude,
584,negative_rude,
585,positive_friendly,
586,positive_friendly,
587,negative_rude,
588,positive_friendly,
589,negative_rude,
590,positive_friendly,
591,negative_rude,
592,positive_friendly,
593,positive_friendly,
594,negative_rude,
595,positive_friendly,
596,negative_rude,
597,positive_friendly,
598,positive_friendly,
599,negative_rude,
600,positive_friendly,
601,negative_rude,
602,negative_rude,
603,negative_rude,
604,negative_rude,
605,negative_rude,
606,positive_friendly,
607,negative_rude,
608,positive_friendly,
609,positive_friendly,
610,positive_friendly,
611,negative_rude,
612,positive_friendly,
613,positive_friendly,
614,negative_rude,
615,negative_rude,
616,positive_friendly,
617,positive_friendly,
618,positive_friendly,
619,negative_rude,
620,positive_friendly,
621,positive_friendly,
622,positive_friendly,
623,positive_friendly,
624,positive_friendly,
625,positive_friendly,
626,negative_rude,
627,negative_rude,
628,negative_rude,
629,positive_friendly,
630,negative_rude,
631,positive_friendly,
632,positive_friendly,
633,positive_friendly,
634,positive_friendly,
635,negative_rude,
636,positive_friendly,
637,positive_friendly,
638,positive_friendly,
639,negative_rude,
640,positive_friendly,
641,negative_rude,
642,positive_friendly,
643,negative_rude,
644,positive_friendly,
645,positive_friendly,
646,negative_rude,
647,positive_friendly,
648,negative_rude,
649,negative_rude,
650,negative_rude,
651,negative_rude,
652,negative_rude,
653,negative_rude,
654,negative_rude,
655,positive_friendly,
656,negative_rude,
657,positive_friendly,
658,positive_friendly,
659,negative_rude,
660,negative_rude,
661,negative_rude,
662,positive_friendly,
663,negative_rude,
664,positive_friendly,
665,negative_rude,
666,negative_rude,
667,negative_rude,
668,negative_rude,
669,positive_friendly,
670,positive_friendly,
671,positive_friendly,
672,negative_rude,
673,negative_rude,
674,negative_rude,
675,negative_rude,
676,positive_friendly,
677,positive_friendly,
678,negative_rude,
679,negative_rude,
680,positive_friendly,
681,positive_friendly,
682,negative_rude,
683,positive_friendly,
684,negative_rude,
685,positive_friendly,
686,negative_rude,
687,negative_rude,
688,negative_rude,
689,negative_rude,
690,negative_rude,
691,positive_friendly,
692,positive_friendly,
693,negative_rude,
694,positive_friendly,
695,positive_friendly,
696,positive_friendly,
697,positive_friendly,
698,positive_friendly,
699,positive_friendly,
700,positive_friendly,
701,positive_friendly,
702,negative_rude,
703,positive_friendly,
704,positive_friendly,
705,positive_friendly,
706,positive_friendly,
707,positive_friendly,
708,negative_rude,
709,negative_rude,
710,negative_rude,
711,negative_rude,
712,positive_friendly,
713,positive_friendly,
714,negative_rude,
715,positive_friendly,
716,positive_friendly,
717,positive_friendly,
718,positive_friendly,
719,negative_rude,
720,positive_friendly,
721,negative_rude,
722,negative_rude,
723,negative_rude,
724,positive_friendly,
725,negative_rude,
726,negative_rude,
727,positive_friendly,
728,negative_rude,
729,positive_friendly,
730,negative_rude,
731,negative_rude,
732,positive_friendly,
733,negative_rude,
734,positive_friendly,
735,negative_rude,
736,positive_friendly,
737,negative_rude,
738,negative_rude,
739,positive_friendly,
740,positive_friendly,
741,positive_friendly,
742,negative_rude,
743,negative_rude,
744,negative_rude,
745,positive_friendly,
746,positive_friendly,
747,positive_friendly,
748,positive_friendly,
749,negative_rude,
750,negative_rude,
751,positive_friendly,
752,negative_rude,
753,negative_rude,
754,negative_rude,
755,positive_friendly,
756,positive_friendly,
757,positive_friendly,
758,negative_rude,
759,negative_rude,
760,negative_rude,
761,positive_friendly,
762,positive_friendly,
763,positive_friendly,
764,negative_rude,
765,negative_rude,
766,positive_friendly,
767,positive_friendly,
768,negative_rude,
769,positive_friendly,
770,positive_friendly,
771,negative_rude,
772,negative_rude,
773,negative_rude,
774,positive_friendly,
775,positive_friendly,
776,negative_rude,
777,positive_friendly,
778,positive_friendly,
779,negative_rude,
780,positive_friendly,
781,positive_friendly,
782,positive_friendly,
783,positive_friendly,
784,positive_friendly,
785,negative_rude,
786,positive_friendly,
787,negative_rude,
788,negative_rude,
789,negative_rude,
790,positive_friendly,
791,negative_rude,
792,negative_rude,
793,negative_rude,
794,positive_friendly,
795,negative_rude,
796,positive_friendly,
797,negative_rude,
798,positive_friendly,
799,positive_friendly,
800,negative_rude,
801,negative_rude,
802,positive_friendly,
803,negative_rude,
804,negative_rude,
805,positive_friendly,
806,positive_friendly,
807,negative_rude,
808,negative_rude,
809,negative_rude,
810,negative_rude,
811,positive_friendly,
812,positive_friendly,
813,positive_friendly,
814,negative_rude,
815,positive_friendly,
816,positive_friendly,
817,positive_friendly,
818,positive_friendly,
819,positive_friendly,
820,negative_rude,
821,negative_rude,
822,positive_friendly,
823,positive_friendly,
824,negative_rude,
825,positive_friendly,
826,negative_rude,
827,positive_friendly,
828,negative_rude,
829,positive_friendly,
830,negative_rude,
831,negative_rude,
832,positive_friendly,
833,positive_friendly,
834,negative_rude,
835,positive_friendly,
836,negative_rude,
837,negative_rude,
838,negative_rude,
839,positive_friendly,
840,negative_rude,
841,negative_rude,
842,positive_friendly,
843,positive_friendly,
844,positive_friendly,
845,negative_rude,
846,positive_friendly,
847,negative_rude,
848,positive_friendly,
849,positive_friendly,
850,positive_friendly,
851,positive_friendly,
852,negative_rude,
853,positive_friendly,
854,negative_rude,
855,positive_friendly,
856,positive_friendly,
857,positive_friendly,
858,negative_rude,
859,negative_rude,
860,negative_rude,
861,positive_friendly,
862,negative_rude,
863,positive_friendly,
864,negative_rude,
865,positive_friendly,
866,negative_rude,
867,positive_friendly,
868,negative_rude,
869,negative_rude,
870,positive_friendly,
871,positive_friendly,
872,positive_friendly,
873,positive_friendly,
874,negative_rude,
875,positive_friendly,
876,negative_rude,
877,negative_rude,
878,positive_friendly,
879,positive_friendly,
880,negative_rude,
881,positive_friendly,
882,negative_rude,
883,positive_friendly,
884,positive_friendly,
885,positive_friendly,
886,negative_rude,
887,positive_friendly,
888,positive_friendly,
889,negative_rude,
890,positive_friendly,
891,positive_friendly,
892,negative_rude,
893,negative_rude,
894,positive_friendly,
895,negative_rude,
896,positive_friendly,
897,positive_friendly,
898,positive_friendly,
899,negative_rude,
900,negative_rude,
901,negative_rude,
902,negative_rude,
903,negative_rude,
904,negative_rude,
905,negative_rude,
906,positive_friendly,
907,positive_friendly,
908,positive_friendly,
909,positive_friendly,
910,negative_rude,
911,negative_rude,
912,positive_friendly,
913,positive_friendly,
914,negative_rude,
915,negative_rude,
916,positive_friendly,
917,negative_rude,
918,negative_rude,
919,negative_rude,
920,negative_rude,
921,positive_friendly,
922,negative_rude,
923,negative_rude,
924,positive_friendly,
925,positive_friendly,
926,negative_rude,
927,positive_friendly,
928,negative_rude,
929,negative_rude,
930,negative_rude,
931,positive_friendly,
932,positive_friendly,
933,positive_friendly,
934,negative_rude,
935,negative_rude,
936,positive_friendly,
937,positive_friendly,
938,positive_friendly,
939,negative_rude,
940,negative_rude,
941,negative_rude,
942,positive_friendly,
943,positive_friendly,
944,negative_rude,
945,negative_rude,
946,positive_friendly,
947,negative_rude,
948,negative_rude,
949,negative_rude,
950,positive_friendly,
951,positive_friendly,
952,negative_rude,
953,negative_rude,
954,negative_rude,
955,positive_friendly,
956,positive_friendly,
957,positive_friendly,
958,positive_friendly,
959,positive_friendly,
960,negative_rude,
961,positive_friendly,
962,negative_rude,
963,negative_rude,
964,positive_friendly,
965,negative_rude,
966,positive_friendly,
967,positive_friendly,
968,negative_rude,
969,negative_rude,
970,positive_friendly,
971,positive_friendly,
972,positive_friendly,
973,positive_friendly,
974,positive_friendly,
975,positive_friendly,
976,negative_rude,
977,positive_friendly,
978,positive_friendly,
979,negative_rude,
980,negative_rude,
981,negative_rude,
982,positive_friendly,
983,negative_rude,
984,positive_friendly,
985,positive_friendly,
986,negative_rude,
987,positive_friendly,
988,positive_friendly,
989,negative_rude,
990,positive_friendly,
991,positive_friendly,
992,positive_friendly,
993,positive_friendly,
994,positive_friendly,
995,negative_rude,
996,positive_friendly,
997,negative_rude,
998,negative_rude,
999,positive_friendly,
1000,negative_rude,
1001,negative_rude,
1002,positive_friendly,
1003,positive_friendly,
1004,positive_friendly,
1005,negative_rude,
1006,negative_rude,
1007,negative_rude,
1008,positive_friendly,
1009,negative_rude,
1010,negative_rude,
1011,positive_friendly,
1012,negative_rude,
1013,negative_rude,
1014,negative_rude,
1015,positive_friendly,
1016,negative_rude,
1017,positive_friendly,
1018,positive_friendly,
1019,positive_friendly,
1020,negative_rude,
1021,positive_friendly,
1022,negative_rude,
1023,negative_rude,
1024,positive_friendly,
1025,positive_friendly,
1026,positive_friendly,
1027,negative_rude,
1028,negative_rude,
1029,negative_rude,
1030,negative_rude,
1031,positive_friendly,
1032,negative_rude,
1033,negative_rude,
1034,positive_friendly,
1035,positive_friendly,
1036,negative_rude,
1037,negative_rude,
1038,negative_rude,
1039,negative_rude,
1040,negative_rude,
1041,positive_friendly,
1042,negative_rude,
1043,positive_friendly,
1044,negative_rude,
1045,negative_rude,
1046,positive_friendly,
1047,negative_rude,
1048,positive_friendly,
1049,negative_rude,
1050,positive_friendly,
1051,positive_friendly,
1052,positive_friendly,
1053,positive_friendly,
1054,negative_rude,
1055,negative_rude,
1056,positive_friendly,
1057,positive_friendly,
1058,negative_rude,
1059,positive_friendly,
1060,negative_rude,
1061,positive_friendly,
1062,positive_friendly,
1063,positive_friendly,
1064,negative_rude,
1065,negative_rude,
1066,negative_rude,
1067,negative_rude,
1068,positive_friendly,
1069,negative_rude,
1070,negative_rude,
1071,negative_rude,
1072,negative_rude,
1073,positive_friendly,
1074,negative_rude,
1075,positive_friendly,
1076,negative_rude,
1077,positive_friendly,
1078,positive_friendly,
1079,negative_rude,
1080,positive_friendly,
1081,negative_rude,
1082,positive_friendly,
1083,negative_rude,
1084,negative_rude,
1085,positive_friendly,
1086,negative_rude,
1087,positive_friendly,
1088,positive_friendly,
1089,positive_friendly,
1090,negative_rude,
1091,positive_friendly,
1092,positive_friendly,
1093,positive_friendly,
1094,negative_rude,
1095,positive_friendly,
1096,positive_friendly,
1097,negative_rude,
1098,positive_friendly,
1099,negative_rude,
1100,positive_friendly,
1101,positive_friendly,
1102,positive_friendly,
1103,negative_rude,
1104,negative_rude,
1105,negative_rude,
1106,negative_rude,
1107,positive_friendly,
1108,positive_friendly,
1109,negative_rude,
1110,negative_rude,
1111,negative_rude,
1112,negative_rude,
1113,negative_rude,
1114,negative_rude,
1115,negative_rude,
1116,negative_rude,
1117,negative_rude,
1118,negative_rude,
1119,positive_friendly,
1120,negative_rude,
1121,positive_friendly,
1122,positive_friendly,
1123,positive_friendly,
1124,negative_rude,
1125,negative_rude,
1126,positive_friendly,
1127,positive_friendly,
1128,positive_friendly,
1129,positive_friendly,
1130,negative_rude,
1131,positive_friendly,
1132,positive_friendly,
1133,positive_friendly,
1134,positive_friendly,
1135,positive_friendly,
1136,positive_friendly,
1137,negative_rude,
1138,negative_rude,
1139,negative_rude,
1140,negative_rude,
1141,negative_rude,
1142,positive_friendly,
1143,negative_rude,
1144,positive_friendly,
1145,negative_rude,
1146,negative_rude,
1147,positive_friendly,
1148,negative_rude,
1149,negative_rude,
1150,negative_rude,
1151,positive_friendly,
1152,positive_friendly,
1153,negative_rude,
1154,positive_friendly,
1155,positive_friendly,
1156,negative_rude,
1157,positive_friendly,
1158,negative_rude,
1159,negative_rude,
1160,negative_rude,
1161,positive_friendly,
1162,positive_friendly,
1163,positive_friendly,
1164,positive_friendly,
1165,negative_rude,
1166,positive_friendly,
1167,positive_friendly,
1168,negative_rude,
1169,negative_rude,
1170,negative_rude,
1171,positive_friendly,
1172,positive_friendly,
1173,positive_friendly,
1174,negative_rude,
1175,positive_friendly,
1176,positive_friendly,
1177,negative_rude,
1178,negative_rude,
1179,negative_rude,
1180,negative_rude,
1181,positive_friendly,
1182,positive_friendly,
1183,negative_rude,
1184,negative_rude,
1185,positive_friendly,
1186,negative_rude,
1187,positive_friendly,
1188,negative_rude,
1189,positive_friendly,
1190,negative_rude,
1191,negative_rude,
1192,negative_rude,
1193,positive_friendly,
1194,negative_rude,
1195,positive_friendly,
1196,negative_rude,
1197,positive_friendly,
1198,positive_friendly,
1199,positive_friendly,
1200,negative_rude,
1201,positive_friendly,
1202,positive_friendly,
1203,negative_rude,
1204,negative_rude,
1205,negative_rude,
1206,positive_friendly,
1207,positive_friendly,
1208,positive_friendly,
1209,negative_rude,
1210,negative_rude,
1211,negative_rude,
1212,negative_rude,
1213,positive_friendly,
1214,negative_rude,
1215,positive_friendly,
1216,positive_friendly,
1217,negative_rude,
1218,positive_friendly,
1219,negative_rude,
1220,negative_rude,
1221,positive_friendly,
1222,positive_friendly,
1223,positive_friendly,
1224,positive_friendly,
1225,negative_rude,
1226,positive_friendly,
1227,positive_friendly,
1228,negative_rude,
1229,positive_friendly,
1230,positive_friendly,
1231,negative_rude,
1232,negative_rude,
1233,negative_rude,
1234,negative_rude,
1235,negative_rude,
1236,negative_rude,
1237,positive_friendly,
1238,negative_rude,
1239,positive_friendly,
1240,positive_friendly,
1241,negative_rude,
1242,negative_rude,
1243,negative_rude,
1244,positive_friendly,
1245,positive_friendly,
1246,positive_friendly,
1247,negative_rude,
1248,positive_friendly,
1249,negative_rude,
1250,positive_friendly,
1251,negative_rude,
1252,positive_friendly,
1253,positive_friendly,
1254,negative_rude,
1255,positive_friendly,
1256,positive_friendly,
1257,negative_rude,
1258,negative_rude,
1259,positive_friendly,
1260,positive_friendly,
1261,negative_rude,
1262,positive_friendly,
1263,positive_friendly,
1264,negative_rude,
1265,negative_rude,
1266,negative_rude,
1267,positive_friendly,
1268,positive_friendly,
1269,positive_friendly,
1270,positive_friendly,
1271,negative_rude,
1272,positive_friendly,
1273,negative_rude,
1274,negative_rude,
1275,positive_friendly,
1276,negative_rude,
1277,positive_friendly,
1278,negative_rude,
1279,positive_friendly,
1280,positive_friendly,
1281,negative_rude,
1282,positive_friendly,
1283,positive_friendly,
1284,positive_friendly,
1285,negative_rude,
1286,negative_rude,
1287,positive_friendly,
1288,negative_rude,
1289,positive_friendly,
1290,negative_rude,
1291,negative_rude,
1292,positive_friendly,
1293,positive_friendly,
1294,positive_friendly,
1295,negative_rude,
1296,negative_rude,
1297,negative_rude,
1298,negative_rude,
1299,negative_rude,
1300,negative_rude,
1301,negative_rude,
1302,positive_friendly,
1303,negative_rude,
1304,negative_rude,
1305,negative_rude,
1306,positive_friendly,
1307,negative_rude,
1308,negative_rude,
1309,positive_friendly,
1310,negative_rude,
1311,positive_friendly,
1312,negative_rude,
1313,positive_friendly,
1314,negative_rude,
1315,negative_rude,
1316,negative_rude,
1317,positive_friendly,
1318,positive_friendly,
1319,positive_friendly,
1320,positive_friendly,
1321,negative_rude,
1322,positive_friendly,
1323,negative_rude,
1324,negative_rude,
1325,positive_friendly,
1326,negative_rude,
1327,positive_friendly,
1328,negative_rude,
1329,negative_rude,
1330,positive_friendly,
1331,negative_rude,
1332,positive_friendly,
1333,positive_friendly,
1334,positive_friendly,
1335,negative_rude,
1336,negative_rude,
1337,negative_rude,
1338,positive_friendly,
1339,positive_friendly,
1340,negative_rude,
1341,positive_friendly,
1342,negative_rude,
1343,negative_rude,
1344,negative_rude,
1345,positive_friendly,
1346,positive_friendly,
1347,negative_rude,
1348,positive_friendly,
1349,positive_friendly,
1350,negative_rude,
1351,negative_rude,
1352,negative_rude,
1353,negative_rude,
1354,negative_rude,
1355,positive_friendly,
1356,negative_rude,
1357,positive_friendly,
1358,negative_rude,
1359,negative_rude,
1360,positive_friendly,
1361,negative_rude,
1362,positive_friendly,
1363,negative_rude,
1364,positive_friendly,
1365,positive_friendly,
1366,positive_friendly,
1367,positive_friendly,
1368,positive_friendly,
1369,positive_friendly,
1370,positive_friendly,
1371,negative_rude,
1372,negative_rude,
1373,negative_rude,
1374,negative_rude,
1375,positive_friendly,
1376,positive_friendly,
1377,positive_friendly,
1378,negative_rude,
1379,positive_friendly,
1380,negative_rude,
1381,negative_rude,
1382,positive_friendly,
1383,negative_rude,
1384,positive_friendly,
1385,negative_rude,
1386,negative_rude,
1387,negative_rude,
1388,negative_rude,
1389,negative_rude,
1390,negative_rude,
1391,positive_friendly,
1392,positive_friendly,
1393,positive_friendly,
1394,negative_rude,
1395,positive_friendly,
1396,negative_rude,
1397,positive_friendly,
1398,negative_rude,
1399,positive_friendly,
1400,positive_friendly,
1401,negative_rude,
1402,negative_rude,
1403,positive_friendly,
1404,positive_friendly,
1405,positive_friendly,
1406,positive_friendly,
1407,negative_rude,
1408,negative_rude,
1409,negative_rude,
1410,negative_rude,
1411,positive_friendly,
1412,positive_friendly,
1413,negative_rude,
1414,positive_friendly,
1415,positive_friendly,
1416,negative_rude,
1417,positive_friendly,
1418,positive_friendly,
1419,negative_rude,
1420,positive_friendly,
1421,positive_friendly,
1422,negative_rude,
1423,positive_friendly,
1424,positive_friendly,
1425,positive_friendly,
1426,positive_friendly,
1427,positive_friendly,
1428,negative_rude,
